,City,cityID,clusterID,Typology,Country,Car_Modeshare_(%),Public_Transit_Modeshare_(%),Bicycle_Modeshare_(%),Walking_Modeshare_(%),Gasoline_Pump_Price_(USD/liter),Road_Deaths_Rate_(per_1000),Subway_Length_(km),Subway_Length_Density_(per_km),Subway_Stations_per_Hundred_Thousand,Subway_Ridership_per_Capita,Subway_Age_(years),BRT_Length_(km),BRT_System_Length_Density_(per_km),BRT_Stations_per_Hundred_Thousand_Persons,BRT_Fleet_per_Hundred_Thousand_Persons,BRT_Annual_Ridership_per_Capita,BRT_Age_(years),Bikeshare_Stations,Bikeshare_Stations_per_Hundred_Thousand_Persons,Bikeshare_Number_of_Bikes,Bikeshare_Bicycles_per_Hundred_Thousand_Persons,Bikeshare_Age_(years),Congestion_(%),Congestion_AM_Peak_(%),Congestion_PM_Peak_(%),Traffic_Index,Travel_Time_Index,Inefficiency_Index,Population,Land_Area_(sq._km),Population_Density_(per_sq._km),Population_Change_1990_–_2000,Population_Change_2000_–_2010,Population_Change_2010_–_2020,Population_Change_2020_–_2025,Urbanization_Rate_2015_(%),Urbanization_Rate_Change_2015_–_2025_(pp),GDP_per_Capita_(USD),Unemployment_Rate_(%),Cost_of_Living_Index,Rent_Index,Grocery_Index,Restaurant_Price_Index,Local_Purchasing_Power_Index,Gini_Coefficient,Poverty_Rate_(%),Life_Expectancy_(years),Safety_Index,Internet_Penetration,Digital_Penetration,Innovation_Index,Smartphone_Penetration_(%),CO2_Emissions_per_Capita_(metric_tonnes),Pollution_Index_,Street_length_total_(m),Street_Length_Density_(m/sq._km),Street_Length_Average_(m),Intersection_Count,Intersection_Density_(per_sq._km),Degree_Average,Streets_per_Node,Circuity,Self-Loop_Proportion,Highway_Proportion,Metro_Propensity_Factor,BRT_Propensity_Factor,BikeShare_Propensity_Factor,Development_Factor,Sustainability_Factor,Population_Factor,Congestion_Factor,Sprawl_Factor,Network_Density_Factor,Latitude,Longitude,Continent
132,Baghdad,133,2,BusTransit Sprawl,Iraq,47.42442649302451,16.46114099325274,1.3326861019318599,14.07592037052924,0.63,20.2,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.368247695771363,38.49627765508803,53.236017394522186,226.62866482349403,47.9426834536597,246.58147000665102,6790000,673,10100,1108298,690729,1925415,1324865,69.5,1.7,5695.7,6.705532692060345,43.80316711651905,16.45948148283341,36.55225759290772,33.04567350394319,101.00599997978735,0.41192805030906643,14.8,68.9,23.04,9.0,0.43223376412180253,34.55499442944837,44.99999999999999,4.920137222,76.41508735763477,7639651.908,6472713032.0,114.1985098,41677.0,847.2523499,5.621210061,3.0322909589999996,1.041691113,0.00047568400000000004,0.009025783,0.056935186,0.0905549766,0.39679289659999994,0.2237460013,0.22647175809999998,0.2820521067,0.5589729238000001,0.609882815,0.49081575130000005,33.3024309,44.3787992,Asia
176,Rabat,177,1,Congested Emerging,Morocco,9.0,20.0,4.0,66.0,1.25,20.8,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,1880000,184,10200,332692,299556,405928,216245,60.2,4.7,3204.9,,40.2,12.42,34.1,26.47,40.5,0.38,4.8,74.3,47.809895875954396,60.0,0.33,29.0,20.10651414695934,1.750481949,91.79683093015478,1311495.742,5760966534.0,105.5105183,7523.0,4392.668879999999,5.449758991,3.0805833639999998,1.060893954,0.002449313,0.001356878,0.0670097041,0.0663061278,0.3729717253,0.12707486810000002,0.3484844378,0.1415377874,0.6548141185,0.1666442412,0.4621941303,34.022405,-6.834542999999999,Africa
46,Chongqing,47,11,MetroBike Giant,China,20.6,32.6,14.943301088517075,46.3,1.18,18.8,201.6,0.207621009,1.612903226,84.67741935,12,11.5,0.01184346,0.12096774199999999,0.134408602,0.48387096799999996,10.0,0.0,0.0,0.0,0.0,0.0,52.0,90.0,94.0,,,,7440000,971,7700,4313087,2296495,2746449,1148410,55.6,9.8,10516.0,3.4,50.26568719814783,31.63234086130111,52.17818779669184,33.80848698758231,77.19557793741782,0.32,1.131027377317231,76.1,63.93633180644824,50.1,0.43,38.0,58.0,3.0,88.98206430628728,3489966.372,3163884512.0,350.8209059,5859.0,906.5659019,4.119620715,2.914077316,1.117245823,0.001487252,0.050712297999999996,0.4679953163,0.1420134091,0.3564951844,0.3287993812,0.6218812771,0.5407528683,0.8096909845,0.5917408717,0.22953487079999998,29.564739799999998,106.5478767,Asia
100,Cologne-Bonn,101,10,MassTransit Moderate,Germany,43.0,21.0,12.0,24.0,1.64,2.8,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,1.371158392,822.0,38.86524823,18.0,34.0,52.0,61.0,100.16362879137365,28.081631809158367,100.16046960703456,2115000,932,2300,12796,38895,56710,37442,75.3,2.2,58372.0,6.0,70.31,27.33,53.32,68.78,119.9,0.30061913851779704,13.41,76.1,60.93,86.2,0.74,45.0,60.0,27.6,48.952809284406264,4838032.802,6043116958.0,122.2775313,23155.0,1249.08557,4.617196464,2.667341567,1.058703247,0.00600763,0.033076841,0.0820648438,0.1271073193,0.4986079639,0.7386191517,0.5257057327,0.0463184418,0.37198980060000003,0.410011322,0.3499560403,50.8677927,7.138906289514832,Europe
1,Algiers,2,1,Congested Emerging,Algeria,12.8,28.7,5.36725042926936,55.8,0.37,23.8,13.5,0.030681818,0.380952381,4.353741497,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,3675000,440,8300,458131,573311,756928,368897,70.7,4.9,4827.7,10.0,34.98,10.09,34.96,26.43,39.57,0.37,12.13785332450854,75.6,52.52,37.3,0.37,28.0,20.91827858251623,3.51478009,74.18,3130287.184398678,5723723473.339051,99.95243385778984,18948.835221019308,2441.701965444033,5.793495096379461,3.122136110754713,1.0418265742912047,0.0011730782783273687,0.005900818745618355,0.1271310655,0.0817780462,0.3755402114,0.11842447369999999,0.3447362567,0.17320132530000001,0.6561638851,0.5598699525999999,0.38083027659999996,28.000027199999998,2.9999825,Africa
116,Bangalore,117,3,Congested Boomer,India,25.0,35.0,7.0,26.0,1.19,8.9,31.5,0.027015437000000003,0.29513034899999996,3.9350713230000003,6,0.0,0.0,0.0,0.0,0.0,0.0,1.1944469317113906,0.0,150.0,1.475651746,5.0,,,,227.41,49.2,235.9,10165000,1166,8700,1531099,2707743,3366398,1551803,32.7,4.3,5051.0,13.972358828438148,26.65,8.72,27.21,16.66,98.88,0.37,13.7,68.3,52.02,28.3,0.32,41.0,17.0,1.590272829,83.16,10953195.8,8872229990.0,89.92697762,70842.0,810.0129086000001,5.343632142,2.759793873,1.043144291,0.00038998300000000005,0.007013089,0.1475598274,0.0476353701,0.47726035710000003,0.1647648735,0.2529668156,0.4784105885,0.5540866825,0.2785074307,0.4963630757,12.979119800000001,77.5912997,Asia
152,Mombasa,153,1,Congested Emerging,Kenya,0.0,36.0,0.0,47.0,1.01,29.1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,1155000,85,13500,207054,256949,470394,364361,25.6,4.7,935.0,,48.554615998891066,22.030997358193847,39.968409338615295,34.45942865439292,31.743519381094256,0.45,16.706067601059864,63.4,37.27279386727411,68.4,0.19,27.06481405238113,26.0,0.304402198,78.34884398940156,641445.3637,1114000907.0,160.6827063,2310.0,1736.7042780000002,4.855852951,2.570783618,1.108589258,0.0033204940000000002,0.0,0.0921957744,0.0610223381,0.34355269299999996,0.0778405116,0.3128253733,0.177341622,0.6891901646999999,0.345911962,0.191152264,-4.05052,39.667169,Africa
234,Barcelona,235,10,MassTransit Moderate,Spain,30.0,18.0,1.0,46.0,1.56,3.9,146.0,0.13581395300000002,3.797468354,87.80590717,93,22.0,0.020465116000000002,0.780590717,0.06751819581539523,0.96835443,5.696980032078544,424.0,8.945147679,6000.0,126.58227849999999,11.0,31.0,51.0,52.0,147.13,36.76,179.54,4740000,1075,4400,630097,756973,742593,280124,79.6,2.1,35445.0,23.1,63.62,26.98,51.51,62.4,90.83,0.3177033264089861,20.1,82.1,59.47,74.8,0.67,53.0,71.0,5.7,69.46,2452618.321,9931606935.0,102.380127,14265.0,4049.389523,4.1221563130000005,3.137018447,1.068750584,0.00101205,0.012014772,0.6393614387,0.2552391657,0.5661834559000001,0.5636396881,0.36149973560000004,0.13455681390000002,0.41937589189999996,0.0777218098,0.6224281134,41.3828939,2.1774322,Europe
232,Ulsan,233,7,Auto Sprawl,South Korea,70.34879712156057,5.276803914035753,0.9952600968269962,13.136725808573948,1.47,9.1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.02092375642063,47.431496105049064,52.132869949259444,162.49283634673625,36.0316107907998,167.87686301890255,905000,104,8700,338554,77634,104422,27108,82.5,1.3,69271.0,2.1,79.04803374698604,69.7852530932503,72.66571880823123,72.05580403810187,115.3019633057361,0.45338799135210367,15.53917264847141,82.3,71.69065574491856,92.3,0.82,40.0,88.0,33.9,45.27936546797557,4133185.9080000003,1025984737.0,168.2482255,14432.0,248.2309675,5.845602324,3.0406081960000004,1.0779914,0.00183979,0.036622231,0.0317412346,0.1667414473,0.3228708605,0.8210743906,0.4415350752,0.038602951600000004,0.10713135789999999,0.6158508345,0.3015644455,35.5391697,129.3119136,Asia
161,Johor Bahru,162,2,BusTransit Sprawl,Malaysia,72.09807333191112,24.036379103548033,1.0337268040184617,15.804656732148564,0.6,24.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.55755373160106,66.81214552187399,90.91661333796539,206.1873330978954,44.77524231197263,221.07142821620985,1730000,712,2400,213731,371559,393912,171659,74.7,5.4,11031.8,2.6732125859468154,43.4,12.13,50.3,19.97,59.39,0.37,0.3,75.0,38.92,67.5,0.57,41.6691503213894,65.0,8.026727068,74.79819682860276,6861584.61,5420913460.0,137.7717575,29762.0,790.038128,4.76552795,2.8681274439999997,1.092793935,0.002691189,0.026942506,0.0734882919,0.09381719869999999,0.39681678740000004,0.3331714351,0.39208393090000004,0.12107606789999999,0.5224405595,0.8076731991,0.3673750191,1.4953041,103.7550839,Asia
272,Atlanta(GA),273,8,Auto Innovative,United States,86.8,3.1,0.3,1.3,0.65,14.0,77.0,0.011239235,0.7421875,13.96484375,38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,45.0,65.0,188.09,40.67,200.55,5120000,6851,700,1358193,1332333,745800,350505,81.6,1.7,55300.0,7.9,73.73,41.62,73.66,68.88,151.37,0.46799999999999997,22.5,77.2,35.62,76.5,0.78,51.0,72.0,10.7,56.21,5295020.466,8165610325.0,163.12447519999998,18812.0,1542.130078,5.1845798389999995,2.7559045010000003,1.083320331,0.014144948999999999,0.027100647000000002,0.2271517263,0.17333316280000002,0.3526128068,0.7733225777,0.27809470399999997,0.20141225010000002,0.3108970428,0.8225084333,0.5030404079,33.749098700000005,-84.39018490000001,North America
210,Samara,211,2,BusTransit Sprawl,Russia,32.39805687291821,53.63849818933758,1.2778410794993542,16.779995650020293,0.71,18.9,12.7,0.051626016,0.873362445,13.62445415,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.308292188009055,53.23879505700245,66.04256223660265,206.43739462596164,46.44141488589576,193.55843032077678,1145000,246,4700,-70052,-8804,38721,34297,74.0,1.3,11279.6,4.4147602603496425,34.19877560335238,14.00884729640081,27.941294720406574,36.25076593355364,48.07573843478464,0.44,11.136057395443679,70.5,54.08516873079242,61.4,0.5,32.0,45.0,12.46681628,74.21649956814363,2637257.766,1200932594.0,210.82882450000002,7246.0,455.371716,5.193476318,2.803172475,1.060738573,0.000602254,4.210000000000001e-05,0.2046341844,0.1165797368,0.3959759968,0.308220019,0.2699384206,0.0399776581,0.5313816674,0.6423634155,0.3288766396,53.198627,50.113987,Europe
32,Toronto,33,8,Auto Innovative,Canada,64.5,23.3,1.2,4.6,1.11,3.6,68.3,0.029864451,1.053435115,49.57251908,63,0.0,0.0,0.0,0.0,0.0,0.0,80.0,1.221374046,1000.0,15.26717557,7.0,30.0,50.0,62.0,200.52,44.64,249.7,6550000,2287,2900,800185,877685,813323,383911,81.8,1.8,45771.0,6.6,69.35,40.27,64.39,68.02,119.47,0.4,20.6,82.2,64.86,94.7,0.78,54.0,67.0,14.8,42.8,8714157.367,6720643027.0,158.1861271,32620.0,771.2326899,5.256985824,2.977933774,1.112606004,0.01070338,0.03053102,0.36268401170000003,0.1706930073,0.4268035919,0.7792440509999999,0.3409980045,0.1406499745,0.3940372476,0.5657556291,0.4375312438,43.6534817,-79.38393470000001,North America
88,Helsinki,89,10,MassTransit Moderate,Finland,21.0,34.0,11.0,32.0,1.78,2.2,21.1,0.032917317,1.393442623,50.81967213,35,28.0,0.043681747,2.8688524589999997,0.0,7.37704918,15.0,0.0,0.0,0.0,0.0,0.0,26.0,40.0,48.0,112.62,35.23,105.28,1220000,641,1800,147932,102739,122187,60435,84.2,1.4,65438.0,6.2,80.54,38.48,68.19,89.98,115.22,0.3173525935762951,13.67971961336495,78.4,71.41,91.5,0.79,46.0,60.0,15.8,19.06,2391663.262,2179857793.0,112.1267352,12131.0,911.4400958999998,4.383489018,2.694142893,1.068794706,0.003167655,0.01952726,0.3126224481,0.3940077337,0.30498083730000003,0.7819211352,0.5573763198,0.0160331633,0.3239165782,0.22499663760000002,0.31681952690000004,60.1674098,24.9425769,Europe
251,Bursa,252,6,Hybrid Giant,Turkey,38.21382720233556,44.420780572556886,1.7951819047938065,14.845999909055347,1.47,8.5,38.9,0.187922705,2.010582011,48.30687831,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,34.0,53.0,146.5,39.06,110.01,1890000,207,9100,361424,479107,512549,216817,73.4,4.3,21507.0,14.959899126191628,41.9,7.17,35.68,28.93,70.41,0.3207857092089467,13.183379465008281,75.8,79.08,46.3,0.48,34.0,59.0,4.243452638,27.82,4269164.842,4403152874.0,80.54420124,32449.0,1031.385069,5.709081566,3.0282639110000003,1.057703355,0.000300042,0.009200325,0.3227650234,0.0901513762,0.4173202207,0.373143623,0.496672655,0.1177593207,0.3869444274,0.3035668755,0.4221839967,40.1827657,29.0677305,Asia
267,Los Angeles(CA),268,8,Auto Innovative,United States,84.7,5.1,0.8,2.5,0.91,8.1,28.0,0.00444515,0.10571523,3.026098447,24,23.0,0.003651373,0.092500826,0.198216056,0.654112983,13.0,65.0,0.42946812,1000.0,6.60720185,2.0,45.0,62.0,84.0,225.96,45.77,289.6,15135000,6299,2400,930117,1409477,1684154,779784,81.6,1.7,66477.0,9.2,78.72,68.21,73.83,81.94,119.79,0.47100000000000003,20.5,81.15,45.22,73.5,0.78,55.0,72.0,15.3,62.53,21803908.97,6522016421.0,156.2041249,78832.0,299.1214295,5.559783595,2.980621685,1.049846109,0.0011439010000000001,0.024889562999999996,0.1632414507,0.25809420920000004,0.3321886893,0.8197869472,0.23383874219999998,0.2753122,0.5268442264000001,0.7478070192,0.631930588,34.0536909,-118.2427666,North America
134,Dublin,135,10,MassTransit Moderate,Ireland,64.0,13.0,3.0,19.0,1.69,2.3,0.0,0.0,0.0,0.0,0,8.0,0.025157232999999998,1.428571429,5.714285714,8.571428571,5.017306585135584,102.0,8.571428571,950.0,79.83193277,2.0,43.0,80.0,86.0,137.96,38.31,172.47,1190000,318,3500,72168,113866,239650,133477,63.2,3.2,75090.0,11.7,82.37,50.9,65.0,88.24,106.68,0.3868884303343761,9.3,79.1,47.4,78.3,0.69,46.0,68.0,12.4,33.12,1862045.6230000001,8281541508.0,101.1816347,10502.0,4447.550268,4.574246796000001,2.471113199,1.066670646,0.005046208,0.015588313000000001,0.048730927300000004,0.2570671899,0.3878976848,0.7521410048,0.3987275301,0.0653312503,0.5446448438,0.17590560460000002,0.4050423136,53.3497645,-6.2602732,Europe
172,Acapulco,173,4,BusTransit Dense,Mexico,22.36486140526361,67.2,2.0207878032724826,18.41064873639245,0.86,17.7,0.0,0.0,0.0,0.0,0,16.0,0.134453782,2.1192052980000002,10.06622517,39.73509934,2.0,0.0,0.0,0.0,0.0,0.0,63.99157057061876,93.20063817983156,98.66149735904777,252.33713325883815,51.10994978561497,283.4262892902787,755000,119,6300,193395,73664,191117,94664,79.2,2.6,7638.0,2.3,37.43480457974144,16.765391467631954,34.01145696905542,33.13963173323054,56.40736428784456,0.46,40.0,76.7,35.14248503058049,49.2,0.5,41.835244602433335,35.0,1.7,86.8402116100675,1789773.38,1475855430.0,115.46180120000001,8915.0,824.6046378,5.118277695,2.696504837,1.100643722,0.00252035,0.0,0.11599642199999999,0.4546931071,0.37936462039999996,0.286875351,0.2354009664,0.07730524150000001,0.6873707606,0.5027144093,0.2733841683,16.868049499999998,-99.8940182,North America
222,Mogadishu,223,1,Congested Emerging,Somalia,5.016101181758354,49.33765065056001,2.4467256691858927,38.32545370958703,1.57,25.4,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,2265000,91,25000,165617,224795,1266894,616591,39.6,5.0,450.0,,46.493613781430845,20.317953264457735,38.828357015880584,30.923338403115363,26.19477956452966,0.49212439733570257,23.976119690798036,55.0,42.55338680122209,6.1,0.15842629232766178,26.990793299132573,17.06968194160783,0.060710992000000005,79.15667393208786,1789385.545,1414062308.0,81.77431427,11827.0,790.2502131,6.650233484,3.350302381,1.0264304,0.000230224,0.0,0.0722830708,0.03218041,0.3406468879,0.0348273334,0.3062026686,0.2584178661,0.6878135062,0.1246174816,0.38180912289999996,2.0349312,45.341918299999996,Africa
209,Nizhny Novgorod,210,2,BusTransit Sprawl,Russia,30.879066162671556,47.39919960056721,1.2248729614134117,18.51297825656814,0.71,18.9,18.8,0.03022508,1.176470588,31.260504200000003,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,51.0,59.0,219.95528397573085,50.23753814351257,209.3103682479758,1190000,622,1900,-89395,-77989,-6516,33859,74.0,1.3,11279.6,3.328863936704239,37.108997378426636,18.695210511279758,29.56151602996347,40.17801726516627,51.09629280182361,0.44,11.13629078918206,70.5,56.11614736951039,61.4,0.5,34.0,45.0,12.46681628,69.54161192178711,1714075.845,3019771019.0,195.2695198,5120.0,1761.748774,5.185255498,2.7865844010000003,1.060535765,0.000854284,0.0007558389999999999,0.2271526333,0.1176456301,0.40277999880000004,0.3168266491,0.2617070175,0.0337368402,0.48449973539999996,0.646406128,0.3940525878,56.328571,44.003506,Europe
194,Lima,195,4,BusTransit Dense,Peru,12.0,62.0,6.779196021480547,16.97972718410658,1.1,13.9,34.6,0.037649619,0.237442922,8.310502283,6,26.0,0.028291621,0.328767123,4.447488583999999,9.589041096,46.0,0.0,0.0,0.0,0.0,0.0,37.80019967347029,56.80777977072485,68.24528202903106,152.68,38.64,106.0,10950000,919,11900,1457012,1656932,1744542,808344,78.6,2.8,15530.0,7.4,40.69,18.65,35.83,29.07,47.27,0.4,15.3,76.5,27.96,41.7,0.44,37.0,25.0,1.869883854,88.57,994874.6833,19382194573.0,84.31855948,7031.0,19482.04623,4.712844287,3.26043087,1.021830865,0.0026617290000000003,0.015038895,0.1711307441,0.4161899448,0.42331290899999996,0.2507158042,0.3544006988,0.3126366471,0.702787371,0.2401002477,0.933791114,-12.0621065,-77.03652559999999,South America
307,Richmond(VA),308,7,Auto Sprawl,United States,90.5,1.4,0.5,1.9,0.63,9.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,17.0,25.0,165.11823279405826,37.14812202625474,178.81021804888286,1030000,1274,700,125840,162271,183149,91969,81.6,1.7,54605.0,6.0,72.80328105497817,37.282359850273515,72.8506929830767,72.88244345655455,143.10794808049357,0.444,24.6,79.0,56.34,75.4,0.78,43.0,72.0,11.7,19.96,6418897.075,6379975201.0,160.512555,21960.0,993.9363611,4.938156997,2.725017065,1.060466707,0.005542961,0.032467935,0.0255021225,0.1586729349,0.3469719095,0.7559058997,0.37175132619999995,0.0372576326,0.0492241139,0.713117248,0.3786493228,37.53850870000001,-77.43428,North America
125,Surabaya,126,1,Congested Emerging,Indonesia,14.555076505803523,30.93387253146524,5.383767365909462,30.79341615188037,0.67,15.3,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,4930000,673,7300,143430,157680,491802,373524,53.7,6.6,3974.1,,44.57,12.02,44.72,22.54,26.43,0.33,8.3,69.1,49.52416660995916,28.5,0.34,28.55169905031197,21.0,1.907781259,66.67,6449756.935,5137024684.0,98.89080105,39031.0,796.4679501,5.20904123,2.771949223,1.053639688,0.001420547,0.010405225,0.0863386979,0.0458900359,0.370679259,0.1343204542,0.35234363479999997,0.1823426077,0.6804318693000001,0.4073870676,0.3969865264,-7.2459717,112.73782659999998,Asia
309,Tucson(AZ),310,7,Auto Sprawl,United States,86.9,2.6,1.6,1.9,0.6,13.1,6.3,0.006892779,2.404371585,0.546448087,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,23.0,33.0,150.1963451096048,33.461802440837104,158.41600202943746,915000,914,900,141949,166205,168161,84479,81.6,1.7,32070.0,7.0,62.59,23.69,59.9,65.94,157.07,0.455,25.2,79.6,47.47,69.5,0.78,39.0,72.0,11.2,58.53717784637542,5876381.44,4861330582.0,157.5817607,21077.0,827.2660024,5.110492457,2.799969903,1.074478182,0.007258433000000001,0.013147157,0.10933603189999999,0.1581190597,0.3798510905,0.6440085698,0.3375143277,0.0358769197,0.11155411679999999,0.6864025389,0.36089151119999996,32.2228765,-110.9748477,North America
50,Chengdu,51,12,MetroBike Emerging,China,11.0,15.0,33.090518683751505,26.22810497138251,1.16,18.8,108.2,0.064251781,0.814606742,31.74157303,7,28.8,0.017102138,0.262172285,2.808988764,4.68164794,5.0,156.0,1.460674157,1500.0,14.04494382,8.0,47.0,74.0,79.0,,,,10680000,1684,6300,1267367,2175059,2676813,890920,55.6,9.8,12020.0,2.82,37.25,14.22,31.79,26.02,81.09,0.32,1.2525,76.1,64.69,50.1,0.43,39.0,58.0,7.550916485,90.67241183520814,6010244.818,5510309080.0,270.40288019999997,12801.0,916.8194053,4.856481166,3.043048839,1.052726124,0.0019355379999999999,0.031255215,0.24882542510000003,0.1591670553,0.4754788735,0.2920734845,0.7153856083,0.432897486,0.6414068873,0.6618098593,0.40757309560000005,30.662420500000003,104.0633219,Asia
158,Tripoli,159,2,BusTransit Sprawl,Libya,29.457575770630392,23.462792003449323,1.0125357180118066,42.48275172843008,0.15,24.2,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.694015397061094,48.143390416272005,67.73761220026446,235.48226174988264,50.9670227973296,264.8583151591703,1115000,194,5700,159357,89281,212589,132255,78.6,2.1,6601.6,7.2823560058761405,47.65,18.64,45.35,42.29,49.49,0.3777928118295726,17.07589933033589,72.7,46.49,42.8,0.42,28.366494661485792,44.99999999999999,8.145719581,74.5228469724397,3477346.9760000003,3265105243.0,121.84543870000002,17155.0,938.9644652000001,5.44140625,2.862980769,1.0435546999999998,0.000515398,0.012277718,0.059378002199999995,0.1068844477,0.3610366535,0.2827286797,0.2623674097,0.080810893,0.5532272746,0.7865681349,0.38716845060000005,32.896671999999995,13.1777923,Africa
98,Hamburg,99,9,MassTransit Heavyweight,Germany,42.0,18.0,12.0,28.0,1.68,1.1,104.0,0.133848134,4.343675418,104.67780429999999,105,15.0,0.019305019,1.4319809069999998,1.1455847259999998,8.591885442,0.0,30.0,1.4319809069999998,250.0,11.93317422,10.0,33.0,48.0,53.0,107.28,35.15,88.85,2095000,777,2700,70851,76413,98124,55901,75.3,2.2,59546.0,4.5,77.11,32.15,63.11,67.95,120.77,0.34258830163113224,15.0,81.0,50.56,86.2,0.74,47.0,60.0,9.0,29.1,18678535.45,1804173415.0,203.15784519999997,53302.0,96.59073222,4.929557409,2.63895266,1.074063287,0.015121057,0.016812295,0.6674772599000001,0.2735957976,0.4374812128,0.7472038567,0.5365970712,0.0354236527,0.3578046604,0.3134414669,0.23141519730000001,53.550341,10.000653999999999,Europe
288,Las Vegas(NV),289,7,Auto Sprawl,United States,89.3,3.7,0.3,1.2,0.73,11.2,0.0,0.0,0.0,0.0,0,63.0,0.058333333,4.21286031,0.03429498425137843,4.548425721,14.0,0.0,0.0,0.0,0.0,0.0,24.0,23.0,40.0,155.35,39.25,187.1,2255000,1080,1700,626777,660262,348098,167478,81.6,1.7,44810.0,10.0,77.3,30.9,71.23,78.65,120.4,0.44799999999999995,16.3,78.1,43.32,77.5,0.78,45.0,72.0,17.0,50.8,6057584.796,6856257379.0,136.6691062,25016.0,1131.846703,4.997824642,2.677563599,1.07585363,0.002998464,0.018161522,0.0321403255,0.451663627,0.3516369334,0.7138597389,0.3112837366,0.0965667968,0.1668644286,0.6493307787,0.4134148537,36.1672559,-115.1485163,North America
173,Chihuahua,174,2,BusTransit Sprawl,Mexico,63.4,14.4,0.8776573532723498,25.427314795157056,0.86,21.0,0.0,0.0,0.0,0.0,0,22.0,0.084942085,4.26035503,9.859,17.75147929,5.0,0.0,0.0,0.0,0.0,0.0,30.99942525057371,60.357256928397305,62.56910788171358,132.4668835895894,30.867844830737287,115.0193370738244,845000,259,3300,143212,171600,205884,95300,79.2,2.6,14506.0,5.9,33.809993104146,9.139804063338705,32.13231875636919,28.556609352325246,61.82940445196906,0.46,40.0,76.7,38.94330509685455,49.2,0.5,35.697050558433276,35.0,4.7,69.12324474827315,94875843.36,236886537.2,280.2955622,198248.0,2.496805602,5.583347527999999,2.9552242069999997,1.097454967,0.001506594,0.014333711,0.034115609500000005,0.4204669414,0.4018908975,0.3133102575,0.2948199912,0.0817952663,0.5131974878,0.9471892135,0.2582619423,28.500000099999998,-106.0000001,North America
